cohort,strain,treatment,position,sex,kd_time,kd_temp,surv_days,date,death_date
9,A7,CC,,F,,,,2018-07-16,
9,AB8,CC,,F,,,,2018-07-16,
9,B2,CC,,F,,,,2018-07-16,
9,B3,CC,,F,,,,2018-07-16,
9,B4,CC,,F,,,8,2018-07-16,2018-07-24
9,B6,CC,,F,,,,2018-07-16,
9,B7,CC,,F,,,,2018-07-16,
10,A1,FR,8,F,,42,0,2018-07-17,2018-07-17
10,A2,FR,2,M,,42,0,2018-07-17,2018-07-17
10,A3,FR,6,F,,41.6,,2018-07-17,
10,A4,FR,12,F,,40.2,,2018-07-17,
10,A5,FR,9,F,,40.3,,2018-07-17,
10,A6,FR,13,F,,41.1,0,2018-07-17,2018-07-17
10,A7,FR,3,F,,41.4,,2018-07-17,
10,AB8,FR,10,F,,40.1,,2018-07-17,
10,B2,FR,4,F,,40.6,,2018-07-17,
10,B3,FR,11,M,,42,,2018-07-17,
10,B4,FR,1,M,,42,,2018-07-17,
10,B6,FR,7,M,,41.8,,2018-07-17,
10,B7,FR,5,F,,37.4,,2018-07-17,
10,A1,HH,1,F,16:23,,,2018-07-17,
10,A2,HH,8,M,6:43,,,2018-07-17,
10,A3,HH,11,M,11:59,,,2018-07-17,
10,A4,HH,4,M,17:29,,,2018-07-17,
10,A5,HH,3,M,15:23,,,2018-07-17,
10,A6,HH,12,F,3:45,,,2018-07-17,
10,A7,HH,10,F,18:15,,5,2018-07-17,2018-07-22
10,AB8,HH,13,F,0:00,,,2018-07-17,
10,B2,HH,7,M,15:50,,6,2018-07-17,2018-07-23
10,B3,HH,5,M,13:41,,,2018-07-17,
10,B4,HH,9,F,12:33,,,2018-07-17,
10,B6,HH,6,M,8:05,,,2018-07-17,
10,B7,HH,2,M,0:00,,,2018-07-17,
10,A1,SHS,10,M,24:02,,,2018-07-17,
10,A2,SHS,1,F,6:38,,,2018-07-17,
10,A3,SHS,6,F,15:26,,,2018-07-17,
10,A4,SHS,12,F,19:03,,0,2018-07-17,2018-07-17
10,A5,SHS,11,M,16:24,,,2018-07-17,
10,A6,SHS,2,F,5:19,,,2018-07-17,
10,A7,SHS,5,M,14:57,,,2018-07-17,
10,AB8,SHS,13,F,1:04,,,2018-07-17,
10,B2,SHS,4,F,9:40,,,2018-07-17,
10,B3,SHS,7,F,11:30,,,2018-07-17,
10,B4,SHS,3,F,12:54,,,2018-07-17,
10,B6,SHS,8,M,8:50,,,2018-07-17,
10,B7,SHS,9,F,0:23,,,2018-07-17,
10,A1,SR,3,F,,38.4,0,2018-07-17,2018-07-17
10,A2,SR,5,F,,38.9,,2018-07-17,
10,A3,SR,4,M,,39.4,,2018-07-17,
10,A4,SR,10,F,,37,0,2018-07-17,2018-07-17
10,A5,SR,1,F,,38.4,,2018-07-17,
10,A6,SR,13,F,,37.8,,2018-07-17,
10,A7,SR,6,M,,39.7,,2018-07-17,
10,AB8,SR,11,M,,36.3,,2018-07-17,
10,B2,SR,9,F,,37.4,,2018-07-17,
10,B3,SR,2,M,,39,0,2018-07-17,2018-07-17
10,B4,SR,8,M,,38.7,,2018-07-17,
10,B6,SR,12,F,,38.1,,2018-07-17,
10,B7,SR,7,M,,37.2,,2018-07-17,
10,A1,CC,,M,,,,2018-07-17,
10,A2,CC,,M,,,,2018-07-17,
10,A3,CC,,M,,,,2018-07-17,
10,A4,CC,,M,,,7,2018-07-17,2018-07-24
10,A5,CC,,M,,,,2018-07-17,
10,A6,CC,,M,,,,2018-07-17,
10,A7,CC,,M,,,,2018-07-17,
10,AB8,CC,,M,,,,2018-07-17,
10,B2,CC,,M,,,,2018-07-17,
10,B3,CC,,M,,,,2018-07-17,
10,B4,CC,,M,,,,2018-07-17,
10,B6,CC,,M,,,,2018-07-17,
10,B7,CC,,M,,,,2018-07-17,
10,A1,CC,,F,,,,2018-07-17,
10,A2,CC,,F,,,,2018-07-17,
10,A3,CC,,F,,,,2018-07-17,
10,A4,CC,,F,,,,2018-07-17,
10,A5,CC,,F,,,,2018-07-17,
10,A6,CC,,F,,,,2018-07-17,
10,A7,CC,,F,,,,2018-07-17,
10,AB8,CC,,F,,,,2018-07-17,
10,B2,CC,,F,,,,2018-07-17,
10,B3,CC,,F,,,,2018-07-17,
10,B4,CC,,F,,,,2018-07-17,
10,B6,CC,,F,,,,2018-07-17,
10,B7,CC,,F,,,,2018-07-17,
11,A1,FR,2,F,,41.5,,2018-07-22,
11,A2,FR,12,M,,41.7,0,2018-07-22,2018-07-22
11,A3,FR,1,M,,41.3,,2018-07-22,
11,A4,FR,11,F,,41.8,,2018-07-22,
11,A5,FR,7,M,,40,,2018-07-22,
11,A6,FR,9,M,,41,0,2018-07-22,2018-07-22
11,A7,FR,6,M,,41.3,0,2018-07-22,2018-07-22
11,AB8,FR,8,F,,39.3,,2018-07-22,
11,B2,FR,10,F,,41.7,0,2018-07-22,2018-07-22
11,B3,FR,5,F,,41.3,,2018-07-22,
11,B4,FR,3,M,,41.5,0,2018-07-22,2018-07-22
11,B6,FR,4,F,,41.5,,2018-07-22,
11,B7,FR,13,M,,38.1,,2018-07-22,
11,A1,HH,5,F,12:57,,,2018-07-22,
11,A2,HH,13,M,1:23,,2,2018-07-22,2018-07-24
11,A3,HH,6,F,14:02,,,2018-07-22,
11,A4,HH,7,M,0:31,,0,2018-07-22,2018-07-22
11,A5,HH,1,F,5:48,,,2018-07-22,
11,A6,HH,11,F,7:36,,,2018-07-22,
11,A7,HH,4,F,16:04,,,2018-07-22,
11,AB8,HH,2,F,0:00,,0,2018-07-22,2018-07-22
11,B2,HH,10,M,8:50,,,2018-07-22,
11,B3,HH,3,F,22:54,,,2018-07-22,
11,B4,HH,12,F,11:31,,,2018-07-22,
11,B6,HH,8,F,6:38,,,2018-07-22,
11,B7,HH,9,F,0:00,,,2018-07-22,
11,A1,SHS,13,F,12:24,,,2018-07-22,
11,A2,SHS,7,M,22:24,,0,2018-07-22,2018-07-22
11,A3,SHS,10,F,7:48,,,2018-07-22,
11,A4,SHS,12,M,17:27,,,2018-07-22,
11,A5,SHS,3,M,5:24,,,2018-07-22,
11,A6,SHS,4,M,6:34,,,2018-07-22,
11,A7,SHS,9,F,15:40,,,2018-07-22,
11,AB8,SHS,2,M,0:25,,,2018-07-22,
11,B2,SHS,1,F,17:55,,,2018-07-22,
11,B3,SHS,6,F,11:01,,,2018-07-22,
11,B4,SHS,11,M,21:40,,,2018-07-22,
11,B6,SHS,8,M,5:44,,,2018-07-22,
11,B7,SHS,5,M,1:32,,,2018-07-22,
11,A1,SR,4,F,,39,,2018-07-22,
11,A2,SR,7,M,,38.2,,2018-07-22,
11,A3,SR,10,M,,39.6,,2018-07-22,
11,A4,SR,5,M,,39,,2018-07-22,
11,A5,SR,2,M,,38.6,,2018-07-22,
11,A6,SR,13,F,,39.4,,2018-07-22,
11,A7,SR,8,F,,39.4,,2018-07-22,
11,AB8,SR,6,F,,36.9,,2018-07-22,
11,B2,SR,1,M,,38.5,,2018-07-22,
11,B3,SR,11,F,,39.6,,2018-07-22,
11,B4,SR,9,F,,39.7,0,2018-07-22,2018-07-22
11,B6,SR,12,M,,38.6,,2018-07-22,
11,B7,SR,3,M,,36.5,0,2018-07-22,2018-07-22
11,A1,CC,,M,,,,2018-07-22,
11,A2,CC,,M,,,,2018-07-22,
11,A3,CC,,M,,,,2018-07-22,
11,A4,CC,,M,,,,2018-07-22,
11,A5,CC,,M,,,,2018-07-22,
11,A6,CC,,M,,,,2018-07-22,
11,A7,CC,,M,,,,2018-07-22,
11,AB8,CC,,M,,,,2018-07-22,
11,B2,CC,,M,,,,2018-07-22,
11,B3,CC,,M,,,,2018-07-22,
11,B4,CC,,M,,,,2018-07-22,
11,B6,CC,,M,,,,2018-07-22,
11,B7,CC,,M,,,,2018-07-22,
11,A1,CC,,F,,,,2018-07-22,
11,A2,CC,,F,,,2,2018-07-22,2018-07-24
11,A3,CC,,F,,,,2018-07-22,
11,A4,CC,,F,,,,2018-07-22,
11,A5,CC,,F,,,,2018-07-22,
11,A6,CC,,F,,,,2018-07-22,
11,A7,CC,,F,,,,2018-07-22,
11,AB8,CC,,F,,,,2018-07-22,
11,B2,CC,,F,,,,2018-07-22,
11,B3,CC,,F,,,,2018-07-22,
11,B4,CC,,F,,,,2018-07-22,
11,B6,CC,,F,,,,2018-07-22,
11,B7,CC,,F,,,,2018-07-22,
